XCoord,YCoord,OBJECTID,XCOORD,YCOORD,ID,ID2,X,Y,WHITE,HISP,BLWPOV,MEDINC,UPTOHIGH,INS,MEDICARE,MEDICAID,URBAN1,URBAN2,BORDER2,DISTANCE1,DISTANCE2,DISTANCE
1808256.21200000,7638648.53600000,835,1808256.212000,7638648.536000,1500000US481130081002,481130000000.000000,1808256.212000,7638648.536000,0.998765,0.040741,0.082822,4.824328,0.178571,0.956790,0.017284,0.085185,1,1,0,996.088916,996.088916,996.088916
1811675.65600000,7638678.49400000,836,1811675.656000,7638678.494000,1500000US481130125004,481130000000.000000,1811675.656000,7638678.494000,0.585137,0.507937,0.108796,4.559907,0.627645,0.746753,0.025974,0.274170,1,1,0,3878.208364,3878.208364,3878.208364
1809203.44900000,7638738.96900000,837,1809203.449000,7638738.969000,1500000US481130124005,481130000000.000000,1809203.449000,7638738.969000,0.944154,0.071553,0.030100,4.813374,0.291765,0.621291,0.050611,0.000000,1,1,0,1548.195421,1548.195421,1548.195421
1804829.34100000,7638751.13300000,838,1804829.341000,7638751.133000,1500000US481130080001,481130000000.000000,1804829.341000,7638751.133000,0.980426,0.000000,0.023857,5.377530,0.064230,0.926809,0.023830,0.000000,1,1,0,3184.200077,3184.200077,3184.200077
1807019.61400000,7638762.98700000,839,1807019.614000,7638762.987000,1500000US481130081001,481130000000.000000,1807019.614000,7638762.987000,0.875833,0.215985,0.128230,4.767022,0.181267,0.837977,0.026316,0.106295,1,1,0,1203.926662,1203.926662,1203.926662
1803994.47400000,7638764.29100000,840,1803994.474000,7638764.291000,1500000US481130080006,481130000000.000000,1803994.474000,7638764.291000,0.959589,0.029390,0.000000,5.176997,0.117759,0.983835,0.037472,0.000000,1,1,0,3993.480877,3993.480877,3993.480877
1813216.69900000,7638883.38200000,841,1813216.699000,7638883.382000,1500000US481130180014,481130000000.000000,1813216.699000,7638883.382000,0.463158,0.230263,0.086066,4.584919,0.518433,0.523684,0.025000,0.230263,1,1,0,5358.472592,5358.472592,4880.912394
1810308.97900000,7639081.94500000,842,1810308.979000,7639081.945000,1500000US481130124003,481130000000.000000,1810308.979000,7639081.945000,0.783567,0.576152,0.034884,4.729780,0.297468,0.861723,0.077154,0.158317,1,1,0,2456.315450,2456.315450,2456.315450
1813629.16300000,7639241.40200000,843,1813629.163000,7639241.402000,1500000US481130180015,481130000000.000000,1813629.163000,7639241.402000,0.780342,0.475214,0.068010,4.600722,0.497429,0.619658,0.000000,0.216239,1,1,0,5735.453498,5735.453498,5224.652616
1811651.16700000,7639316.03600000,844,1811651.167000,7639316.036000,1500000US481130125003,481130000000.000000,1811651.167000,7639316.036000,0.460728,0.381226,0.155963,4.687422,0.513177,0.534962,0.036398,0.086686,1,1,0,3756.741054,3756.741054,3756.741054
1803907.82500000,7639372.86600000,845,1803907.825000,7639372.866000,1500000US481130080003,481130000000.000000,1803907.825000,7639372.866000,0.890595,0.091171,0.000000,5.129235,0.021067,0.986564,0.000000,0.000000,1,1,0,4001.271947,4001.271947,4001.271947
1809702.30400000,7639408.91600000,846,1809702.304000,7639408.916000,1500000US481130124002,481130000000.000000,1809702.304000,7639408.916000,0.715198,0.561941,0.036254,4.832554,0.334477,0.805875,0.062580,0.109834,1,1,0,1806.715722,1806.715722,1806.715722
1808520.62100000,7639538.90800000,847,1808520.621000,7639538.908000,1500000US481130082003,481130000000.000000,1808520.621000,7639538.908000,0.900386,0.074903,0.069565,5.026116,0.090726,0.947490,0.072587,0.086486,1,1,0,618.276391,618.276391,618.276391
1812710.50000000,7639673.56800000,848,1812710.500000,7639673.568000,1500000US481130180013,481130000000.000000,1812710.500000,7639673.568000,0.936116,0.579216,0.087533,4.619406,0.768421,0.612436,0.038330,0.146508,1,1,0,4807.684169,4807.684169,4807.684169
1804729.80000000,7639675.28200000,849,1804729.800000,7639675.282000,1500000US481130080002,481130000000.000000,1804729.800000,7639675.282000,0.916168,0.000000,0.000000,5.055951,0.120629,0.896707,0.067365,0.000000,1,1,0,3175.347832,3175.347832,3175.347832
1809924.97000000,7639825.93800000,850,1809924.970000,7639825.938000,1500000US481130124001,481130000000.000000,1809924.970000,7639825.938000,0.638999,0.553360,0.000000,4.735399,0.470690,0.719368,0.014493,0.057971,1,1,0,2036.133641,2036.133641,2036.133641
1813814.77100000,7639836.33700000,851,1813814.771000,7639836.337000,1500000US481130180012,481130000000.000000,1813814.771000,7639836.337000,0.747566,0.200974,0.085271,4.800635,0.327808,0.870654,0.058414,0.093185,1,1,0,5916.595984,5916.595984,5823.731879
1811565.61900000,7639914.31100000,852,1811565.619000,7639914.311000,1500000US481130125001,481130000000.000000,1811565.619000,7639914.311000,0.480392,0.424837,0.210811,4.611564,0.538583,0.641612,0.095861,0.155773,1,1,0,3677.109026,3677.109026,3677.109026
1809173.01700000,7639960.13000000,853,1809173.017000,7639960.130000,1500000US481130082004,481130000000.000000,1809173.017000,7639960.130000,0.807492,0.341311,0.252083,4.490605,0.454068,0.678460,0.084287,0.122789,1,1,0,1324.943571,1324.943571,1324.943571
1805720.28700000,7639994.87800000,854,1805720.287000,7639994.878000,1500000US481130080004,481130000000.000000,1805720.287000,7639994.878000,0.968894,0.107143,0.000000,5.234687,0.026087,0.915899,0.079493,0.000000,1,1,0,2222.470401,2222.470401,2222.470401
1810608.52700000,7640018.91600000,855,1810608.527000,7640018.916000,1500000US481130127022,481130000000.000000,1810608.527000,7640018.916000,0.449948,0.704334,0.153398,4.630936,0.618289,0.641383,0.028896,0.331785,1,1,0,2740.157089,2740.157089,2740.157089
1814383.35700000,7640104.83900000,856,1814383.357000,7640104.839000,1500000US481130180011,481130000000.000000,1814383.357000,7640104.839000,0.442781,0.397861,0.157350,4.667565,0.262153,0.759358,0.025668,0.057754,1,1,0,6500.840827,6500.840827,6139.230399
1803942.94200000,7640170.93700000,857,1803942.942000,7640170.937000,1500000US481130079023,481130000000.000000,1803942.942000,7640170.937000,0.970435,0.066957,0.114983,4.843027,0.033014,0.918261,0.029565,0.082609,1,1,0,4004.596209,4004.596209,4004.596209
1810038.23200000,7640246.57900000,858,1810038.232000,7640246.579000,1500000US481130127021,481130000000.000000,1810038.232000,7640246.579000,0.523810,0.472527,0.405303,4.335799,0.551813,0.593407,0.016484,0.076923,1,1,0,2236.118780,2236.118780,2236.118780
1811160.40300000,7640260.91700000,859,1811160.403000,7640260.917000,1500000US481130127023,481130000000.000000,1811160.403000,7640260.917000,0.262123,0.756225,0.188192,4.665984,0.650794,0.753604,0.041940,0.010485,1,1,0,3327.067539,3327.067539,3327.067539
1812527.98100000,7640297.69100000,860,1812527.981000,7640297.691000,1500000US481130126032,481130000000.000000,1812527.981000,7640297.691000,0.595556,0.553778,0.153226,4.528531,0.484326,0.656000,0.024889,0.345778,1,1,0,4679.593504,4679.593504,4679.593504
1808792.04500000,7640361.51400000,861,1808792.045000,7640361.514000,1500000US481130082002,481130000000.000000,1808792.045000,7640361.514000,0.587986,0.323181,0.282222,4.468849,0.521739,0.636210,0.043147,0.291032,1,1,0,1183.051943,1183.051943,1183.051943
1812087.35600000,7640529.88400000,862,1812087.356000,7640529.884000,1500000US481130126031,481130000000.000000,1812087.356000,7640529.884000,0.653770,0.572421,0.245161,4.658259,0.488327,0.834325,0.017857,0.131944,1,1,0,4290.074367,4290.074367,4290.074367
1806857.70600000,7640546.39400000,863,1806857.706000,7640546.394000,1500000US481130129004,481130000000.000000,1806857.706000,7640546.394000,0.969399,0.068852,0.115538,4.792392,0.101574,0.925683,0.048087,0.076503,1,1,0,1423.986549,1423.986549,1423.986549
1807727.38500000,7640807.06800000,864,1807727.385000,7640807.068000,1500000US481130129003,481130000000.000000,1807727.385000,7640807.068000,0.990792,0.000000,0.027397,4.990729,0.034753,0.904236,0.000000,0.000000,1,1,0,1239.503992,1239.503992,1239.503992
1815312.84300000,7640830.06600000,865,1815312.843000,7640830.066000,1500000US481130181301,481130000000.000000,1815312.843000,7640830.066000,0.789683,0.282738,0.094937,4.645334,0.296846,0.657738,0.027778,0.115079,1,1,0,7513.806888,7513.806888,7027.254017
1813216.63900000,7640834.56200000,866,1813216.639000,7640834.562000,1500000US481130126042,481130000000.000000,1813216.639000,7640834.562000,0.351018,0.420111,0.054731,4.656098,0.524444,0.725787,0.057372,0.294571,1,1,0,5458.989915,5458.989915,5458.989915
1808346.21000000,7640835.30700000,867,1808346.210000,7640835.307000,1500000US481130082001,481130000000.000000,1808346.210000,7640835.307000,0.960443,0.129747,0.032028,4.956048,0.197719,0.871835,0.085443,0.000000,1,1,0,1330.849270,1330.849270,1330.849270
1809234.16400000,7640886.48700000,868,1809234.164000,7640886.487000,1500000US481130128002,481130000000.000000,1809234.164000,7640886.487000,0.873684,0.288596,0.085821,4.803914,0.201743,0.814035,0.039474,0.057895,1,1,0,1864.546372,1864.546372,1864.546372
1810146.10700000,7640906.05300000,869,1810146.107000,7640906.053000,1500000US481130127012,481130000000.000000,1810146.107000,7640906.053000,0.667442,0.704651,0.253788,4.606285,0.606362,0.473256,0.016279,0.188372,1,1,0,2605.042669,2605.042669,2605.042669
1811189.93400000,7640988.61500000,870,1811189.934000,7640988.615000,1500000US481130127013,481130000000.000000,1811189.934000,7640988.615000,0.683472,0.517152,0.279240,4.445666,0.516492,0.647202,0.055353,0.049270,1,1,0,3575.317492,3575.317492,3575.317492
1810717.23400000,7641096.60100000,871,1810717.234000,7641096.601000,1500000US481130127014,481130000000.000000,1810717.234000,7641096.601000,0.418796,0.818103,0.208981,4.620958,0.683725,0.555652,0.030316,0.212213,1,1,0,3196.154254,3196.154254,3196.154254
1811873.90000000,7641150.34600000,872,1811873.900000,7641150.346000,1500000US481130126012,481130000000.000000,1811873.900000,7641150.346000,0.289312,0.607216,0.140884,4.796935,0.671910,0.586113,0.023826,0.243022,1,1,0,4269.397215,4269.397215,4269.397215
1804980.52400000,7641175.42400000,873,1804980.524000,7641175.424000,1500000US481130079021,481130000000.000000,1804980.524000,7641175.424000,0.788630,0.074344,0.000000,4.802774,0.180150,0.867356,0.090439,0.000000,1,1,0,3330.153678,3330.153678,3330.153678
1813640.21000000,7641375.34700000,874,1813640.210000,7641375.347000,1500000US481130126041,481130000000.000000,1813640.210000,7641375.347000,0.393997,0.410600,0.355007,4.421143,0.675401,0.443806,0.018199,0.195402,1,1,0,6010.818333,6010.818333,6010.818333
1815774.43900000,7641478.00300000,875,1815774.439000,7641478.003000,1500000US481130181292,481130000000.000000,1815774.439000,7641478.003000,0.648415,0.306628,0.016014,4.775974,0.342406,0.882899,0.035942,0.114783,1,1,0,7875.385540,7875.385540,7773.886003
1809471.62100000,7641554.76100000,876,1809471.621000,7641554.761000,1500000US481130128001,481130000000.000000,1809471.621000,7641554.761000,0.862536,0.398860,0.089312,4.783846,0.444334,0.706553,0.021368,0.025641,1,1,0,2521.370167,2521.370167,2521.370167
1813879.52500000,7641590.66600000,877,1813879.525000,7641590.666000,1500000US481130181272,481130000000.000000,1813879.525000,7641590.666000,0.646907,0.331615,0.060423,4.824451,0.469152,0.689003,0.015464,0.101375,1,1,0,6304.942227,6304.942227,6304.942227
1807559.78500000,7641745.22700000,878,1807559.785000,7641745.227000,1500000US481130129005,481130000000.000000,1807559.785000,7641745.227000,1.000000,0.153165,0.062222,4.833874,0.124194,0.884810,0.065823,0.000000,1,1,0,2192.204081,2192.204081,2192.204081
1814779.16500000,7641768.99200000,879,1814779.165000,7641768.992000,1500000US481130181265,481130000000.000000,1814779.165000,7641768.992000,0.487557,0.107161,0.083465,4.770292,0.307011,0.866430,0.048248,0.069071,1,1,0,7215.444304,7215.444304,7215.444304
1810148.25700000,7641783.68100000,880,1810148.257000,7641783.681000,1500000US481130128005,481130000000.000000,1810148.257000,7641783.681000,0.908246,0.741580,0.126195,4.718718,0.670433,0.512776,0.031940,0.142857,1,1,0,3145.375422,3145.375422,3145.375422
1814115.42000000,7641875.84700000,881,1814115.420000,7641875.847000,1500000US481130181271,481130000000.000000,1814115.420000,7641875.847000,0.341266,0.544836,0.124424,4.584252,0.557001,0.639609,0.015725,0.169146,1,1,0,6622.333756,6622.333756,6622.333756
1812851.86400000,7641982.89000000,882,1812851.864000,7641982.890000,1500000US481130126013,481130000000.000000,1812851.864000,7641982.890000,0.127698,0.802608,0.296183,4.498779,0.769981,0.537770,0.004946,0.234712,1,1,0,5500.650376,5500.650376,5500.650376
1806874.39100000,7642163.67300000,883,1806874.391000,7642163.673000,1500000US481130129002,481130000000.000000,1806874.391000,7642163.673000,1.000000,0.138952,0.088235,4.887741,0.083744,0.808656,0.084282,0.000000,1,1,0,2781.007834,2781.007834,2781.007834
1811902.06900000,7642189.30700000,884,1811902.069000,7642189.307000,1500000US481130126011,481130000000.000000,1811902.069000,7642189.307000,0.252696,0.355932,0.147368,4.772688,0.572828,0.689908,0.024653,0.119414,1,1,0,4774.343724,4774.343724,4774.343724
1811040.32700000,7642238.37300000,885,1811040.327000,7642238.373000,1500000US481130127011,481130000000.000000,1811040.327000,7642238.373000,0.258726,0.648199,0.275938,4.724874,0.625366,0.603878,0.008864,0.204432,1,1,0,4111.486257,4111.486257,4111.486257
1808674.83700000,7642298.02500000,886,1808674.837000,7642298.025000,1500000US481130128003,481130000000.000000,1808674.837000,7642298.025000,0.909643,0.086312,0.047407,4.987613,0.089578,0.972353,0.054619,0.013486,1,1,0,2825.127306,2825.127306,2825.127306
1808016.86200000,7642313.24600000,887,1808016.862000,7642313.246000,1500000US481130129001,481130000000.000000,1808016.862000,7642313.246000,0.770833,0.393750,0.200461,4.700115,0.427609,0.618750,0.092708,0.086458,1,1,0,2735.415258,2735.415258,2735.415258
1809458.23500000,7642342.87300000,888,1809458.235000,7642342.873000,1500000US481130128004,481130000000.000000,1809458.235000,7642342.873000,0.906447,0.269654,0.095238,4.726801,0.390588,0.625000,0.021226,0.078616,1,1,0,3170.020004,3170.020004,3170.020004
1810354.18800000,7642580.52600000,889,1810354.188000,7642580.526000,1500000US481130128006,481130000000.000000,1810354.188000,7642580.526000,0.863946,0.545578,0.045455,4.425974,0.713533,0.423129,0.010884,0.095238,1,1,0,3873.874721,3873.874721,3873.874721
1812881.72800000,7642592.18700000,890,1812881.728000,7642592.187000,1500000US481130184031,481130000000.000000,1812881.728000,7642592.187000,0.419236,0.457460,0.118357,4.462398,0.383534,0.636252,0.038224,0.107275,1,1,0,5818.313343,5818.313343,5818.313343
1805959.44500000,7642693.49600000,891,1805959.445000,7642693.496000,1500000US481130130044,481130000000.000000,1805959.445000,7642693.496000,0.933852,0.149416,0.086239,4.853418,0.096983,0.931518,0.000000,0.010895,1,1,0,3670.559463,3670.559463,3670.559463
1810027.31600000,7643090.52000000,892,1810027.316000,7643090.520000,1500000US481130130103,481130000000.000000,1810027.316000,7643090.520000,0.697326,0.649054,0.274074,4.393365,0.595213,0.565558,0.020222,0.258317,1,1,0,4102.705619,4102.705619,4102.705619
1806927.13500000,7643127.99900000,893,1806927.135000,7643127.999000,1500000US481130130045,481130000000.000000,1806927.135000,7643127.999000,0.764610,0.062500,0.154639,4.742678,0.180899,0.918831,0.042208,0.026786,1,1,0,3679.783185,3679.783185,3679.783185
1809358.94900000,7643132.51100000,894,1809358.949000,7643132.511000,1500000US481130130073,481130000000.000000,1809358.949000,7643132.511000,0.749699,0.157641,0.036745,4.823318,0.221338,0.890493,0.014440,0.078219,1,1,0,3838.853780,3838.853780,3838.853780
1807578.02800000,7643155.75400000,895,1807578.028000,7643155.754000,1500000US481130130054,481130000000.000000,1807578.028000,7643155.754000,1.000000,0.053763,0.087432,4.883877,0.131238,0.978495,0.043011,0.000000,1,1,0,3590.385427,3590.385427,3590.385427
1808556.06900000,7643186.22400000,896,1808556.069000,7643186.224000,1500000US481130130072,481130000000.000000,1808556.069000,7643186.224000,0.842905,0.364865,0.139785,4.863537,0.184713,0.940878,0.054054,0.079392,1,1,0,3664.583169,3664.583169,3664.583169
1808027.85100000,7643249.48200000,897,1808027.851000,7643249.482000,1500000US481130130053,481130000000.000000,1808027.851000,7643249.482000,1.000000,0.135246,0.000000,4.887651,0.282178,0.967213,0.040984,0.000000,1,1,0,3671.409441,3671.409441,3671.409441
1810496.22900000,7643313.12800000,898,1810496.229000,7643313.128000,1500000US481130130101,481130000000.000000,1810496.229000,7643313.128000,0.679570,0.690323,0.255906,4.437893,0.735950,0.518280,0.000000,0.246882,1,1,0,4544.892856,4544.892856,4544.892856
1809250.74000000,7643630.85100000,899,1809250.740000,7643630.851000,1500000US481130130102,481130000000.000000,1809250.740000,7643630.851000,0.772109,0.393707,0.123515,4.784639,0.566748,0.659014,0.004252,0.095238,1,1,0,4268.777218,4268.777218,4268.777218
1809511.97500000,7643919.25600000,900,1809511.975000,7643919.256000,1500000US481130130112,481130000000.000000,1809511.975000,7643919.256000,0.429514,0.533388,0.228883,4.449602,0.440000,0.500412,0.032976,0.112119,1,1,0,4627.540218,4627.540218,4627.540218
1808508.44400000,7643991.56400000,901,1808508.444000,7643991.564000,1500000US481130130071,481130000000.000000,1808508.444000,7643991.564000,0.520022,0.210498,0.198397,4.671469,0.539346,0.700216,0.040043,0.307359,1,1,0,4452.647657,4452.647657,4452.647657
1807826.81300000,7644009.39400000,902,1807826.813000,7644009.394000,1500000US481130130052,481130000000.000000,1807826.813000,7644009.394000,0.974082,0.087113,0.027350,4.869742,0.150391,0.912167,0.018719,0.062635,1,1,0,4429.890193,4429.890193,4429.890193
1809207.79100000,7644204.38800000,903,1809207.791000,7644204.388000,1500000US481130130111,481130000000.000000,1809207.791000,7644204.388000,0.837838,0.862745,0.294503,4.355968,0.808081,0.430843,0.000000,0.231055,1,1,0,4804.578163,4804.578163,4804.578163
1808448.89500000,7644708.52800000,904,1808448.895000,7644708.528000,1500000US481130130113,481130000000.000000,1808448.895000,7644708.528000,0.623599,0.648649,0.229551,4.538297,0.766667,0.466711,0.009888,0.199736,1,1,0,5157.252446,5157.252446,5157.252446
1742954.09200000,7624577.80700000,905,1742954.092000,7624577.807000,1500000US484391025004,484391000000.000000,1742954.092000,7624577.807000,0.019895,0.284817,0.373089,4.414505,0.642718,0.639791,0.078534,0.257592,1,1,0,5661.722528,5661.722528,5661.722528
1742401.26900000,7625084.98800000,906,1742401.269000,7625084.988000,1500000US484391025003,484391000000.000000,1742401.269000,7625084.988000,0.149091,0.196364,0.359873,4.415357,0.642249,0.755152,0.098182,0.193939,1,1,0,5981.752647,5981.752647,5981.752647
1744074.04300000,7625422.23600000,907,1744074.043000,7625422.236000,1500000US484391026013,484391000000.000000,1744074.043000,7625422.236000,0.669589,0.415342,0.130560,4.610820,0.382063,0.634884,0.019767,0.109884,1,1,0,4295.807860,4295.807860,4295.807860
1743016.68000000,7625475.28400000,908,1743016.680000,7625475.284000,1500000US484391025001,484391000000.000000,1743016.680000,7625475.284000,0.190541,0.078378,0.603922,4.215770,0.716157,0.658108,0.112162,0.409459,1,1,0,5275.771004,5275.771004,5275.771004
1745060.88000000,7625742.57100000,909,1745060.880000,7625742.571000,1500000US484391026022,484391000000.000000,1745060.880000,7625742.571000,0.730893,0.750803,0.194489,4.505041,0.571951,0.554913,0.034682,0.215157,1,1,0,3261.471768,3261.471768,3261.471768
1742425.96400000,7625786.27000000,910,1742425.964000,7625786.270000,1500000US484391025002,484391000000.000000,1742425.964000,7625786.270000,0.329602,0.322139,0.294906,4.292721,0.786408,0.659204,0.052239,0.145522,1,1,0,5768.368904,5768.368904,5768.368904
1740918.13200000,7625972.42700000,911,1740918.132000,7625972.427000,1500000US484391024012,484391000000.000000,1740918.132000,7625972.427000,0.826474,0.197998,0.057279,4.751087,0.257485,0.781980,0.030033,0.086763,1,1,0,7218.815525,7218.815525,7218.815525
1743888.71700000,7626190.46000000,912,1743888.717000,7626190.460000,1500000US484391026012,484391000000.000000,1743888.717000,7626190.460000,0.561335,0.420020,0.156080,4.435574,0.509774,0.398430,0.039254,0.068695,1,1,0,4253.719147,4253.719147,4253.719147
1741502.92900000,7626244.99600000,913,1741502.929000,7626244.996000,1500000US484391024011,484391000000.000000,1741502.929000,7626244.996000,0.986460,0.361702,0.270876,4.657467,0.340054,0.676983,0.069632,0.034816,1,1,0,6603.115866,6603.115866,6603.115866
1742733.60300000,7626372.51100000,914,1742733.603000,7626372.511000,1500000US484391026011,484391000000.000000,1742733.603000,7626372.511000,0.483283,0.506079,0.138182,4.521452,0.656842,0.579027,0.089666,0.186930,1,1,0,5366.026286,5366.026286,5366.026286
1745199.95600000,7626453.77200000,915,1745199.956000,7626453.772000,1500000US484391026021,484391000000.000000,1745199.956000,7626453.772000,0.670749,0.348703,0.052189,4.878068,0.349854,0.735591,0.018732,0.184438,1,1,0,2916.304067,2916.304067,2916.304067
1743656.96000000,7626693.18000000,916,1743656.960000,7626693.180000,1500000US484391026023,484391000000.000000,1743656.960000,7626693.180000,0.924101,0.211718,0.241379,4.679137,0.324149,0.701731,0.054594,0.065246,1,1,0,4415.363595,4415.363595,4415.363595
1740761.03700000,7626871.44900000,917,1740761.037000,7626871.449000,1500000US484391230004,484391000000.000000,1740761.037000,7626871.449000,0.473451,0.589128,0.352863,4.316934,0.484785,0.457649,0.067636,0.089760,1,1,0,7300.445748,7300.445748,7300.445748
1742696.52600000,7626951.84200000,918,1742696.526000,7626951.842000,1500000US484391022021,484391000000.000000,1742696.526000,7626951.842000,0.885517,0.044138,0.131265,4.867356,0.140569,0.926897,0.074483,0.097931,1,1,0,5363.844785,5363.844785,5363.844785
1744809.83300000,7626975.58200000,919,1744809.833000,7626975.582000,1500000US484391027004,484391000000.000000,1744809.833000,7626975.582000,0.981297,0.028678,0.000000,4.990352,0.073836,0.956359,0.013716,0.000000,1,1,0,3250.413694,3250.413694,3250.413694
1745642.05800000,7626995.44400000,920,1745642.058000,7626995.444000,1500000US484391027003,484391000000.000000,1745642.058000,7626995.444000,0.872757,0.283034,0.019031,4.767512,0.242038,0.842577,0.054649,0.020392,1,1,0,2417.995321,2417.995321,2417.995321
1744824.43100000,7627394.42700000,921,1744824.431000,7627394.427000,1500000US484391022022,484391000000.000000,1744824.431000,7627394.427000,0.930380,0.063291,0.097179,4.834300,0.090730,0.922468,0.000000,0.045886,1,1,0,3256.533909,3256.533909,3256.533909
1744115.61200000,7627409.34200000,922,1744115.612000,7627409.342000,1500000US484391022023,484391000000.000000,1744115.612000,7627409.342000,0.948276,0.048094,0.068554,4.891877,0.064935,0.882940,0.049909,0.008167,1,1,0,3963.002788,3963.002788,3963.002788
1741139.87300000,7627452.14100000,923,1741139.873000,7627452.141000,1500000US484391230002,484391000000.000000,1741139.873000,7627452.141000,0.776937,0.133955,0.154006,4.608793,0.202335,0.788002,0.031450,0.039022,1,1,0,6933.210838,6933.210838,6933.210838
1745619.78800000,7627525.72500000,924,1745619.788000,7627525.725000,1500000US484391027002,484391000000.000000,1745619.788000,7627525.725000,0.959849,0.100376,0.048900,4.731863,0.177365,0.794228,0.017566,0.000000,1,1,0,2491.049534,2491.049534,2491.049534
1742227.29300000,7627545.44400000,925,1742227.293000,7627545.444000,1500000US484391230001,484391000000.000000,1742227.293000,7627545.444000,0.991826,0.004087,0.083333,5.313515,0.094203,0.946866,0.077657,0.000000,1,1,0,5855.809438,5855.809438,5855.809438
1746863.60300000,7627697.04500000,926,1746863.603000,7627697.045000,1500000US484391020001,484391000000.000000,1746863.603000,7627697.045000,0.975167,0.172875,0.111433,4.886451,0.098341,0.960310,0.029042,0.000000,1,1,0,1372.395030,1372.395030,1372.395030
1740348.99500000,7627727.69800000,927,1740348.995000,7627727.698000,1500000US484391230003,484391000000.000000,1740348.995000,7627727.698000,0.855442,0.267574,0.077434,4.672864,0.236156,0.842971,0.091270,0.087868,1,1,0,7742.887262,7742.887262,7742.887262
1739018.03300000,7628100.82100000,928,1739018.033000,7628100.821000,1500000US484391107043,484391000000.000000,1739018.033000,7628100.821000,0.685950,0.321488,0.075802,4.727061,0.501166,0.497283,0.009964,0.120471,1,1,0,9105.688982,9105.688982,9105.688982
1745739.32400000,7628157.00500000,929,1745739.324000,7628157.005000,1500000US484391027001,484391000000.000000,1745739.324000,7628157.005000,0.903930,0.037118,0.247788,4.793707,0.121827,0.862445,0.028384,0.017467,1,1,0,2582.183135,2582.183135,2582.183135
1745203.78700000,7628200.21400000,930,1745203.787000,7628200.214000,1500000US484391022014,484391000000.000000,1745203.787000,7628200.214000,1.000000,0.050613,0.072555,4.990117,0.031434,0.986196,0.010736,0.000000,1,1,0,3088.639955,3088.639955,3088.639955
1742216.44200000,7628372.09000000,931,1742216.442000,7628372.090000,1500000US484391022012,484391000000.000000,1742216.442000,7628372.090000,0.759810,0.292509,0.118812,4.607369,0.281804,0.843044,0.029727,0.038050,1,1,0,5996.824823,5996.824823,5996.824823
1742761.95200000,7628397.91900000,932,1742761.952000,7628397.919000,1500000US484391022013,484391000000.000000,1742761.952000,7628397.919000,0.768501,0.341556,0.089514,4.672181,0.257485,0.819734,0.010436,0.122391,1,1,0,5473.067315,5473.067315,5473.067315
1744178.93100000,7628532.15800000,933,1744178.931000,7628532.158000,1500000US484391022011,484391000000.000000,1744178.931000,7628532.158000,1.000000,0.057670,0.000000,5.164849,0.044850,0.973472,0.048443,0.025375,1,1,0,4163.527264,4163.527264,4163.527264
1736733.26900000,7628676.11600000,934,1736733.269000,7628676.116000,1500000US484391107031,484391000000.000000,1736733.269000,7628676.116000,0.959251,0.203744,0.142415,4.722478,0.405660,0.885463,0.027533,0.256608,1,1,0,11418.583305,11418.583305,11403.613821
1737346.94900000,7628691.83900000,935,1737346.949000,7628691.839000,1500000US484391107033,484391000000.000000,1737346.949000,7628691.839000,0.918504,0.204219,0.258567,4.604831,0.487273,0.613615,0.023969,0.183126,1,1,0,10841.913154,10841.913154,10841.913154
1738026.23000000,7628721.50800000,936,1738026.230000,7628721.508000,1500000US484391107041,484391000000.000000,1738026.230000,7628721.508000,0.949704,0.186391,0.186567,4.656127,0.486322,0.734714,0.022682,0.074951,1,1,0,10176.155632,10176.155632,10176.155632
1746242.88900000,7628853.93600000,937,1746242.889000,7628853.936000,1500000US484391021005,484391000000.000000,1746242.889000,7628853.936000,0.984973,0.054645,0.088949,4.914068,0.074627,0.852459,0.019126,0.000000,1,1,0,2578.466947,2578.466947,2578.466947
1745613.92600000,7628970.85900000,938,1745613.926000,7628970.859000,1500000US484391021003,484391000000.000000,1745613.926000,7628970.859000,0.903134,0.063390,0.057410,4.933700,0.030357,0.895299,0.011396,0.000000,1,1,0,3125.894413,3125.894413,3125.894413
1742416.87100000,7629007.51400000,939,1742416.871000,7629007.514000,1500000US484391106003,484391000000.000000,1742416.871000,7629007.514000,0.796631,0.363418,0.055921,4.666415,0.429048,0.871826,0.059250,0.139057,1,1,0,5981.313138,5981.313138,5981.313138
1743394.89700000,7629162.24000000,940,1743394.897000,7629162.240000,1500000US484391007005,484391000000.000000,1743394.897000,7629162.240000,0.922902,0.628118,0.278997,4.514827,0.578853,0.486395,0.023810,0.192744,1,1,0,5131.493806,5131.493806,5131.493806
1736328.34600000,7629320.51100000,941,1736328.346000,7629320.511000,1500000US484391107015,484391000000.000000,1736328.346000,7629320.511000,0.760545,0.270604,0.211268,4.623342,0.502268,0.696301,0.025957,0.221285,1,1,0,11954.112073,11954.112073,11954.112073
1740102.26100000,7629396.21300000,942,1740102.261000,7629396.213000,1500000US484391106001,484391000000.000000,1740102.261000,7629396.213000,0.762516,0.189987,0.133136,4.662975,0.224790,0.942446,0.000000,0.000000,1,1,0,8303.551922,8303.551922,8303.551922
1741626.90500000,7629504.40100000,943,1741626.905000,7629504.401000,1500000US484391106002,484391000000.000000,1741626.905000,7629504.401000,0.851685,0.260674,0.127596,4.698579,0.303077,0.823460,0.074645,0.098341,1,1,0,6894.442827,6894.442827,6894.442827
