"1",828.557416955707
"2",883.4981279333
"3",903.701165268582
"4",895.415522477571
"5",858.522572881988
"6",893.488534860597
"7",892.074262474752
"8",920.31838627847
"9",841.567799987221
"10",845.302926020089
"11",846.280235163845
"12",861.766213546513
"13",884.420039789292
"14",907.691229698652
"15",957.671245759239
"16",2001.8814448861
"17",1911.47139405697
"18",1506.15364873266
"19",1293.99637072635
"20",1393.40060362757
"21",1694.37055939822
"22",1639.65796103103
"23",1817.91113032907
"24",2071.54320957828
"25",2830.40578380037
"26",2669.160582899
"27",812.391270525244
"28",804.132900411786
"29",958.140666093219
"30",832.325085716583
"31",853.584393028101
"32",887.747246373218
"33",890.207584894193
"34",922.671323491016
"35",852.304028013324
"36",895.235309297673
"37",1808.79844172503
"38",1830.64554201142
"39",1747.59395353634
"40",1760.72011512332
"41",1500.30126798193
"42",999.773081403105
"43",978.502373551469
"44",1153.4211263634
"45",1122.03907690806
"46",1006.12119369862
"47",1070.10376730034
"48",933.224193052716
"49",946.644972700722
"50",1062.20748693832
"51",935.089160995739
"52",924.11264250858
"53",858.208166430188
"54",859.462477648186
"55",818.103332562762
"56",829.280316395177
"57",823.211205937912
"58",820.823946338684
"59",830.024408073699
"60",832.430734608221
"61",821.308736852577
"62",902.045202146923
"63",1240.15417351797
"64",2873.81213373645
"65",1332.54885678999
"66",1352.23814919275
"67",1885.07516527709
"68",2583.51529986551
"69",2262.01346440469
"70",2036.07626949078
"71",1406.53401893355
"72",1671.90051741437
"73",1509.92232080598
"74",877.50803502531
"75",1458.31278209612
"76",3181.37638616419
"77",1712.64681911406
"78",1708.72880756737
"79",1800.1978953399
"80",1731.74410815873
"81",1911.026037474
"82",1918.90543708125
"83",2079.80444338968
"84",2022.56518153065
"85",2183.90023017724
"86",2658.04073635654
"87",2483.82351681159
"88",4745.01315258451
"89",2981.19601852777
"90",3125.62700970473
"91",3022.77105532699
"92",3350.1430924207
"93",3769.30060381073
"94",2868.09237412788
"95",4250.31203207648
"96",1544.19269441837
"97",1278.33498703709
"98",1703.30931365933
"99",2214.07699297884
"100",3848.16092720386
"101",2367.88885774411
"102",3868.92457758167
"103",1814.55209929021
"104",1180.90288808366
"105",1291.66687429538
"106",1434.63311245059
"107",1192.1301354704
"108",1389.87510553791
"109",1604.04427569303
"110",1629.96136574069
"111",1640.78022955611
"112",1589.0955304954
"113",1247.47945327101
"114",1254.91477007621
"115",1934.76588590468
"116",1484.48514535693
"117",1465.61071984851
"118",2013.04439390756
"119",2353.68636164277
"120",2004.44431802767
"121",2022.50099447534
"122",1659.50864664184
"123",1438.10997831303
"124",1241.79300928364
"125",1181.75504517838
"126",1158.06320607713
"127",4625.31307227999
"128",4050.28854200009
"129",6715.92220623278
"130",1933.24376850309
"131",1958.05191125747
"132",1949.70253547921
"133",1784.36600392951
"134",1599.05620529951
"135",1519.56940545337
"136",1472.5837914171
"137",1583.79255494617
"138",2112.14942807554
"139",3217.81529704935
"140",1420.426735069
"141",1302.85785077611
"142",1376.66160181818
"143",1272.21580874193
"144",1087.37510200564
"145",1188.72796484413
"146",1057.85639880656
"147",1094.62161379168
"148",4014.3876087945
"149",2607.86993476743
"150",2389.69600947671
"151",4781.66832210165
"152",7099.83242755936
"153",5827.56163549738
"154",4537.58588578678
"155",1213.4801072789
"156",839.39736970109
"157",816.571201437455
"158",830.535507364089
"159",882.284310674527
"160",1054.31574835504
"161",1070.49912428679
"162",989.379165083194
"163",1030.29724836573
"164",1340.33027695589
"165",1466.80258228442
"166",1742.68739878411
"167",1395.43130469184
"168",1844.07174753741
"169",1889.46867696166
"170",1605.49766507587
"171",1717.39365136118
"172",1882.67786680317
"173",2356.06823161661
"174",1143.02604263109
"175",1245.62975082117
"176",1380.84690674523
"177",1393.66490234633
"178",1328.41002421184
"179",1544.40148168291
"180",1439.20480958627
"181",1473.20716821176
"182",1482.61038810179
"183",1593.77240573752
"184",1942.96578955605
"185",2026.50343878174
"186",2022.08513711346
"187",3394.46177107219
"188",2660.51501079178
"189",1164.19986859128
"190",1425.11510567125
"191",1522.63157490938
"192",1592.33519416588
"193",1545.83752291591
"194",1503.75634883003
"195",1538.37661003786
"196",1727.69635906047
"197",1574.78506643521
"198",1396.99028523808
"199",1472.51200775312
"200",1262.57146830653
"201",1145.5916132159
"202",1170.62590589052
"203",1155.54567694736
"204",1046.74459656605
"205",9230.22475737179
"206",8487.57744131384
"207",4638.11827354339
"208",8500.10314034444
"209",8278.00724408034
"210",8185.86757592792
"211",9410.22146118706
"212",7961.15551483317
"213",5293.15307243436
"214",4898.92078856958
"215",6511.03659208936
"216",8201.90278411013
"217",9190.8505116293
"218",7476.05384636823
"219",6848.23904139889
"220",7561.51405512848
"221",7399.94444722113
"222",6366.89571710028
"223",5637.36223883152
"224",5142.25293960484
"225",5166.24026247424
"226",4587.20668973734
"227",4576.48244050995
"228",4522.79172335895
"229",4678.78639472483
"230",5070.66868753264
"231",5199.7638009679
"232",6623.41735959284
"233",4843.33614807765
"234",4619.3161071747
"235",4696.37293274379
"236",7089.00653313054
"237",8364.0579504613
"238",5639.77006431657
"239",5084.60730034293
"240",4828.29453602441
"241",5038.72334403561
"242",4665.48142807737
"243",4732.89622793419
"244",4626.70480049722
"245",4772.29773881516
"246",4659.22117674989
"247",4696.00514225809
"248",4483.91058211795
"249",4461.86312357006
"250",4709.20434625806
"251",4678.7801278578
"252",4663.61669384919
"253",6947.56339627419
"254",6738.76989855486
"255",6422.75518697643
"256",1212.53745786631
"257",1215.17547480426
"258",1239.71052425759
"259",1155.19380651939
