"VIF.1","VIF.2","VIF.3","VIF.4","VIF.5","VIF.6","VIF.7","VIF.8","VIF.9","VIF.10","VIF.11","VIF.12"
"82",1.09987824589013,1.18584628602382,1.45600838783536,1.23056863848228,1.20330885718719,5.14091827671821,9.87770467739524,2.93896529747312,3.08314999901444,8.37581036138724,1.55237418441965,1.1013596639455
"83",1.09355183917255,1.17467559443186,1.42867905983267,1.25540566028019,1.1873199412676,5.32599157831497,11.4614241390516,2.68339825410595,3.02829751128099,9.06630097750482,1.52748752399528,1.10246788825516
"84",1.11818706883828,1.19596276133497,1.45925904102263,1.31354903811557,1.21009725191126,5.09004111592995,10.6161921236256,2.953523281445,2.60308361220269,8.09549241662461,1.52054576533434,1.10919061749506
"85",1.10241166089976,1.18161375372686,1.43595953636432,1.31453328213785,1.19554671070259,5.34427474790649,11.6359228568155,2.71495992522151,2.55236201083932,8.03571270784402,1.5101365550889,1.10890793837301
"86",1.07715463051371,1.16022760781661,1.38269556001548,1.24902500544289,1.16263450848907,6.08930819762498,15.5646674216472,2.09906469825829,3.47941978495737,10.6969659143256,1.50665978388572,1.10266682003718
"87",1.05316709024554,1.18886097023245,1.38836640241533,1.15308060537753,1.16940494524944,6.11638316483177,11.8212966452447,2.3943250044245,4.27786234600285,10.1909418882813,1.55342553791892,1.09094619525313
"88",1.06535619027673,1.30294642946142,1.36777841633626,1.11314853816446,1.16382327494375,9.2897739924138,17.1883060250088,2.06960757731388,8.48693943737082,16.0769591585885,1.59407293987777,1.08562106277749
"89",1.06048725249422,1.17073636740109,1.35783162728979,1.19739495150174,1.15123767058598,6.59016359553601,16.682246836504,1.94893990740673,4.26547749324394,11.9468503678989,1.51034187667412,1.09390176558523
"90",1.06968739304065,1.17136977814142,1.35053470150172,1.20854401051932,1.14821409490145,6.67282655795903,18.0061737054871,1.77222956427969,4.262488952752,11.9616126107497,1.49927155088173,1.09468041629639
"91",1.11307550891862,1.1998940612434,1.43257474858916,1.43005736426428,1.20532591806067,6.25718902724613,12.04522415682,2.49307289405834,1.89650476558676,4.84824608773991,1.46259703127146,1.13256875950062
"92",1.11864291802079,1.20074829246116,1.42438821024641,1.42344965941607,1.19709220048729,6.37384188976807,12.0588526321979,2.32656708095164,1.90901497700426,4.54339851311128,1.4529209736591,1.13671905714139
"93",1.16469045039443,1.2699152736053,1.41796084436318,1.39331523432537,1.1976586053176,4.9501788796354,8.86938719572136,1.97095772771274,2.37113382620651,5.30630819598746,1.43253938733116,1.16412586787053
"94",1.18758742108424,1.28473251116336,1.42978074668698,1.41594763203058,1.20117265214248,4.14973993476494,7.57490474497331,1.97258168461969,2.63106053316297,5.88300899022271,1.43738350322244,1.17570925658198
"95",1.17231037594118,1.22543243653601,1.4269575373486,1.42904615497752,1.19609793972364,5.67006208475436,11.0362818614928,1.68612781754912,2.49333426495917,5.38988787045428,1.42168475691669,1.17024808252361
"96",1.26063747400728,1.37430253708732,1.47979126643754,1.44040721654352,1.24255740615216,2.83990698037241,5.14989573071586,2.3744314746508,3.16456519277581,6.77003239836575,1.45887458727317,1.21190580722532
"97",1.3140135425214,1.39962805899935,1.50436044459462,1.42044857210635,1.27595888487719,2.59788226859604,4.5496914759424,2.19982801485555,3.08996660798693,5.89741912061293,1.45279868118473,1.2306090376631
"98",1.32226736450873,1.31084446288609,1.48686213197489,1.44619353481023,1.26008465722863,3.21544140942068,6.04283429294656,1.74110100229923,2.72292106035424,4.69570524886571,1.43016700184673,1.22842266401593
"99",1.2841855872859,1.25928073351483,1.43561550749949,1.41721557577174,1.22874621662981,3.96099142484895,7.87653313483702,1.61096149718435,2.65079987742692,4.77315227956487,1.43600064636461,1.20591207343106
"100",1.06683842531827,1.20099188735523,1.32226468879689,1.17680517540834,1.14189758068213,8.43370019747948,24.2240814130603,1.54225454032279,5.92931980050191,15.2724635601859,1.4931580181376,1.09142592315039
"101",1.13336264017777,1.58297209253938,1.30934144485264,1.1201278292089,1.17169279724167,5.54608622396098,10.9523180512864,1.35532248765761,6.70708323543114,9.89787784768885,1.46000617459003,1.07962545537447
"102",1.12336037251769,1.1846968555686,1.33742090893176,1.22167990824548,1.15633559882712,7.92908845486755,22.6993959704835,1.39356999537459,4.75955252288467,12.2396136977002,1.48102473098313,1.11198547350522
"103",3.38491748880802,1.66268741574603,2.97310830328457,2.26341818148618,2.06066879120523,15.0677393605979,2.16450497453266,9.89827850275377,4.0700495960624,1.54387336004687,1.35232216075048,1.19503157390347
"104",1.80452215129403,1.9612806159292,2.57283201595866,1.59783576244337,1.6218694148607,10.9336812318232,1.78995611584597,9.69928072829111,1.69097828531234,1.18006290742125,1.34076055889006,1.26297162992314
"105",2.07162081294618,1.89709192443349,2.60545257781987,1.70334499934737,1.60159624589491,11.7748976323985,1.81056366011237,10.228695458584,1.76973673636136,1.25118232322412,1.31472447416399,1.24337630726678
"106",2.34103007266711,1.88958248769953,2.40442200333643,1.78417548853465,1.59275635197592,11.6231820629537,1.86754050787502,10.0304623810194,1.74411506840138,1.33629727124341,1.30762270029082,1.24586186483776
"107",2.09416496637811,1.73934440360495,1.49253942047994,1.83933555207833,1.32291923449543,7.40896311902173,1.82990787004372,6.59247761957312,1.60558069592793,2.04348863382673,1.4362073679601,1.30688249079832
"108",2.27866046740475,1.7950276918599,1.72611185423735,1.82519812235123,1.44232649590557,8.83178421181174,1.83646561989341,7.77883280622484,1.627631977612,1.78931822474502,1.39750906400373,1.29273083304874
"109",1.77322672606827,1.70086111990492,2.45519392464309,1.27417562550704,1.88351717187911,6.37156917589501,6.45305699872134,7.6154910312195,3.80841587304104,1.96510908803121,1.27164447863162,1.15252887736587
"110",2.5206820870315,1.97976989259889,3.40620030219327,1.26136242463733,1.97714251057083,5.47371574646,8.25587891029897,8.80493838768762,3.67273778698533,3.11256070692395,1.49120675838167,1.15753466960961
"111",2.44944533457717,2.13171252790746,3.31511481786593,1.29765005592688,1.94438957785855,5.75235536065762,9.19929246292138,9.78104365280464,4.51984416095898,3.02111248163261,1.43905238714066,1.1638469328145
"112",2.73872040123126,2.35099634446879,2.74939578188605,1.38291299976407,1.60003065703984,3.20896155849068,6.58956637094629,8.24924044042045,5.1787627496219,3.97107770976622,1.47159585224552,1.21068229309567
"113",1.86951820035236,1.91873318776838,2.38506816491764,1.35366718002214,1.48548253542127,2.4055330885547,3.30142233483296,5.64960380157979,3.12067915258253,5.06516771619589,1.49782643622359,1.16983117438779
"114",1.86388644425212,1.96584842745053,2.51100575332663,1.34325559121713,1.49791957591326,2.200761945585,3.34263210174411,5.71109414196985,3.46905808517999,5.43089177200018,1.50599112562519,1.17727992608462
"115",2.00952679319827,2.50334962988673,4.09886553441134,1.45088151858164,1.92771182727596,1.98639781026585,4.24632381903534,5.84753440376243,9.09960397022552,9.65389845052988,1.59424123516453,1.24013654921465
"116",1.67666331756887,1.8043856664378,2.40559010933749,1.29759570217103,1.98876714838531,7.79670144723078,6.84709081416072,8.16453520370865,4.749158760129,2.29969676863131,1.24295556643667,1.15292914815371
"117",1.73843804485792,1.99519375304109,2.58562385577785,1.30902671484822,2.10268660018051,7.7262785065411,7.11691498320838,8.55237686916574,5.11535020641499,2.77294615425036,1.26403176676809,1.15476671926596
"118",1.99653837388478,2.45014333010027,3.28275403058622,1.32913365082027,2.20037408608364,7.10272085292814,9.07564127931501,11.7627043225844,6.21295106773004,5.08647022150986,1.35160550079046,1.17005291042618
"119",2.05649334313061,2.69415019522208,3.90546519088434,1.36691559426866,2.18814900057045,4.19576245540945,7.90636909525496,11.157936140357,8.13086298942999,9.93318327495811,1.46446703930143,1.2074635563706
"120",2.39352774795723,2.7532723563117,3.74194255868187,1.34175218504612,1.87412714658848,2.93817699706433,7.93523746605802,10.1175428552696,7.69236296570592,8.05552587122821,1.45899978932707,1.22387289984767
"121",2.22737811085186,2.64684558993324,3.93465326775106,1.36435856075909,1.73378533890201,1.45011257144566,5.31608558332653,5.82422770219219,9.00027455402368,9.59399115135394,1.60809674639134,1.2491835785846
"122",2.12323155961133,2.44412312184077,3.18221836110195,1.33579162874707,1.55406647541626,1.56182893156818,5.29785110644958,6.0271873692893,8.17424487659455,7.89938259288586,1.56979481243397,1.23534207365239
"123",1.99327416068358,2.25077104522289,3.03237655891945,1.33550223836187,1.54664424488188,1.58373004788553,4.5005515987175,5.95797567412199,6.88316515183615,7.17738295438648,1.5754679862764,1.22056330392493
"124",1.80728528665673,1.9964885990051,2.82805903561274,1.33168290470338,1.51760055030118,1.6254941897711,3.28022162543429,5.48873688491528,4.74934193401575,6.38544082847404,1.57337095123614,1.19266311748557
"125",1.7124737485074,1.86487821267206,2.74400572449141,1.34128081176607,1.50399488561488,1.63784340398287,2.75343656970337,5.45141215680975,3.94484496120123,6.18009447528034,1.58340344317119,1.18246778565676
"126",1.62412606762796,1.77234734950925,2.63987772639432,1.34883253233504,1.47644753259614,1.60320250670927,2.33824001047548,5.10622300219387,3.45212450323112,5.72686920499624,1.59049400740602,1.17887692243638
"127",1.17097650383955,1.65005836189008,1.25841445896875,1.16028439717582,1.13000233750341,11.609524321472,16.4498099089664,1.28738388006276,16.0914569855912,22.2281182309023,1.54835206587967,1.12767548449594
"128",1.19791143463271,1.83406183942192,1.25275489209573,1.23046822104792,1.14570966005322,12.4431238830181,17.7659944123653,1.19847733952365,16.6417371917967,22.2828682763915,1.54185949397153,1.18764012437506
"129",1.1300066997302,1.49634690616208,1.3600953059813,1.12606012275126,1.15884911129822,15.4036040574479,25.9435927878717,1.75552952801709,17.654552180139,28.1788749474501,1.62625252771239,1.09213076889801
"130",1.20392339669502,2.08780181872605,1.35031689663035,1.40490270850482,1.25888523732785,4.04438559034758,4.8669266770159,1.40010853838939,10.3330057199973,8.2591671921206,1.42872737007064,1.2364019506275
"131",1.22335559011877,2.09928206926348,1.36401550439926,1.37426891930219,1.25444724149045,3.94306286095607,4.64992214313957,1.35181592931905,10.0517237487752,8.37294738121082,1.45109908276382,1.21433595427327
"132",1.23401508718377,2.11578740455918,1.38051920918527,1.36905544319314,1.26143763544988,3.81104342535165,4.41336428362785,1.35535969529488,9.75067431293598,8.19958089953784,1.46199812163071,1.20648823677941
"133",1.22907484951132,2.01099386976781,1.42297989133857,1.29019863477169,1.26361694715769,3.25746200532756,3.54087189593365,1.4642279344169,7.23403221283365,6.26086450773931,1.43723919951279,1.15713557868026
"134",1.18846185639182,2.10827311107756,1.44910660839046,1.50382002175977,1.31596628164834,3.24384843673315,3.65986729938235,1.89048638288683,10.5524747757005,6.50890345396931,1.37304447503403,1.26500747856676
"135",1.20367809459504,2.09627209424424,1.50673073222863,1.48982035452602,1.33429779281535,2.85603231088328,2.96672016521174,2.02976477557212,9.82659793825363,5.64124540545585,1.37206850136096,1.24499624958516
"136",1.17885714486738,2.06865091011764,1.52119289205966,1.5063110664897,1.34576503456015,2.86940358677963,3.22723906925777,2.20402704697962,11.4417880847028,5.91548667367643,1.34056144875521,1.27277671034701
"137",1.22126008848833,1.98766172785674,1.47889320334082,1.32387456922946,1.29224664159221,2.84491570101103,2.76566774587399,1.6987905368355,6.63190243963486,4.95912819742866,1.39657261056456,1.16386320148621
"138",1.18626443658045,2.13384763764044,1.33691224651513,1.4549480673153,1.28021689593171,4.73485520308455,5.9566623135767,1.43286789847359,11.0789293316513,8.91821384802444,1.43091737148405,1.28821554031227
"139",1.19529426515882,2.01233671166757,1.48408153898723,1.49388827337687,1.30985216680866,6.73405098786892,6.50028111975663,3.0366625032398,8.48386649576596,5.96132037318316,1.19273926567729,1.19839534207987
